well,LAT_PALEO,EAR_EOC_YP,EAR_EOC_MY,EAR_EOC_LY,MID_EOC,LAT_EOC,EAR_OLIG,LAT_OLIG,EAR_MIOC,MID_MIOC,EAR_PLIOC,MID_QUART
Well5218,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5219,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5220,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5221,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5222,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5223,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5224,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5225,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5226,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5227,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5228,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5229,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5230,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5231,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5232,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5233,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5234,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5235,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5236,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5237,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5238,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5239,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5240,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5241,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5242,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5243,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5244,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5245,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5246,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5247,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5248,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5249,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5250,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5251,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5252,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5253,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5254,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5255,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5256,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5257,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5258,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5259,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5260,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5261,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5262,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5263,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5264,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5265,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5266,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5267,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5268,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5269,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5270,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5271,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5272,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5273,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5274,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5275,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5276,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5277,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5278,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5279,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5280,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5281,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5282,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5283,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5284,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5285,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5286,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5287,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5288,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5289,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5290,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5291,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5292,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5293,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5294,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5295,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5296,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5297,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5298,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5299,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5300,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5301,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5302,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5303,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5304,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5305,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5306,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5307,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5308,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5309,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5310,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5311,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5312,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5313,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5314,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5315,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5316,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5317,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5318,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5319,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5320,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5321,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5322,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5323,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5324,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5325,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5326,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5327,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5328,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5329,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5330,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5331,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5332,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5333,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5334,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5335,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5336,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5337,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5338,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5339,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5340,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5341,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5342,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5343,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5344,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5345,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5346,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5347,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5348,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5349,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5350,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5351,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5352,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5353,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5354,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5355,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5356,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5357,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5358,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5359,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5360,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5361,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5362,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5363,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5364,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5365,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5366,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5367,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5368,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5369,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5370,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5371,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5372,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5373,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5374,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5375,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5376,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5377,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5378,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5379,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5380,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5381,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5382,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5383,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5384,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5385,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5386,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5387,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5388,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5389,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5390,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5391,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5392,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5393,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5394,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5395,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5396,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5397,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5398,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5399,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5400,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5401,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5402,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5403,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5404,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5405,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5406,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5407,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5408,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5409,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5410,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5411,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5412,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5413,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5414,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5415,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5416,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5417,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5418,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5419,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5420,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5421,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5422,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5423,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5424,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5425,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5426,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5427,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5428,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5429,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5430,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5431,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5432,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5433,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5434,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5435,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5436,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5437,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5438,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5439,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5440,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5441,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5442,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5443,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5444,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5445,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5446,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5447,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5448,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5449,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5450,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5451,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5452,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5453,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5454,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5455,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5456,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5457,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5458,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5459,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5460,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5461,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5462,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5463,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5464,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5465,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5466,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5467,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5468,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5469,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5470,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5471,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5472,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5473,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5474,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5475,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5476,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5477,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5478,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5479,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5480,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5481,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5482,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5483,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5484,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5485,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5486,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5487,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5488,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5489,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5490,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5491,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5492,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5493,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5494,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5495,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5496,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5497,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5498,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5499,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5500,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5501,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5502,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5503,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5504,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5505,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5506,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5507,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5508,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5509,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5510,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5511,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5512,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5513,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5514,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5515,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5516,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5517,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5518,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5519,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5520,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5521,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5522,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5523,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5524,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5525,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5526,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5527,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5528,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5529,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5530,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5531,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5532,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
