well,LAT_PALEO,EAR_EOC_YP,EAR_EOC_MY,EAR_EOC_LY,MID_EOC,LAT_EOC,EAR_OLIG,LAT_OLIG,EAR_MIOC,MID_MIOC,EAR_PLIOC,MID_QUART
Well8346,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8347,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8348,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8349,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8350,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8351,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8352,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8353,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8354,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8355,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8356,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8357,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8358,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8359,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8360,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8361,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8362,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8363,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8364,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8365,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8366,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8367,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8368,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8369,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8370,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8371,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8372,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8373,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8374,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8375,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8376,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8377,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8378,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8379,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8380,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8381,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8382,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8383,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8384,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8385,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8386,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8387,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8388,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8389,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8390,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8391,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8392,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8393,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8394,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8395,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8396,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8397,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8398,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8399,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8400,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8401,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8402,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8403,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8404,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8405,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8406,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8407,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8408,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8409,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8410,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8411,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8412,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8413,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8414,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8415,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8416,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8417,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8418,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8419,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8420,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8421,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8422,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8423,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8424,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8425,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8426,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8427,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8428,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8429,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8430,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8431,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8432,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8433,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8434,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8435,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8436,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8437,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8438,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8439,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8440,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8441,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8442,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8443,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8444,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8445,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8446,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8447,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8448,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8449,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8450,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8451,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8452,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8453,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8454,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8455,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8456,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8457,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8458,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8459,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8460,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8461,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8462,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8463,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8464,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8465,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8466,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8467,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8468,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8469,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8470,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8471,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8472,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8473,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8474,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8475,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8476,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8477,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8478,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8479,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8480,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8481,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8482,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8483,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8484,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8485,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8486,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8487,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8488,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8489,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8490,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
