NAME,EAR_EOC_YP,EAR_EOC_LY,EAR_EOC_MY,EAR_MIOC,EAR_OLIG,EAR_PLIOC,LAT_EOC,LAT_OLIG,LAT_PALEO,MID_EOC,MID_MIOC,MID_QUART
Well9799,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9800,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9801,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9802,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9803,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9804,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9805,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9806,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9807,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9808,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9809,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9810,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9811,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9812,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9813,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9814,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9815,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9816,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9817,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9818,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9819,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9820,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9821,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9822,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9823,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9824,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9825,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9826,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9827,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9828,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9829,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9830,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9831,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9832,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9833,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9834,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9835,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9836,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9837,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9838,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9839,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9840,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9841,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9842,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9843,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9844,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9845,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9846,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9847,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9848,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9849,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9850,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9851,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9852,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9853,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9854,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9855,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9856,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9857,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9858,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9859,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9860,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9861,Non Marine,Non Marine,Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9862,Non Marine,Non Marine,Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9863,Non Marine,Non Marine,Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9864,Non Marine,Non Marine,Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9865,Non Marine,Non Marine,Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9866,Non Marine,Non Marine,Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9867,Non Marine,Non Marine,Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9868,Non Marine,Non Marine,Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9869,Non Marine,Non Marine,Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9870,Non Marine,Non Marine,Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9871,Non Marine,Non Marine,Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9872,Non Marine,Non Marine,Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9873,Non Marine,Non Marine,Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9874,Non Marine,Non Marine,Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9875,Non Marine,Non Marine,Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9876,Non Marine,Non Marine,Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9877,Non Marine,Non Marine,Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9878,Non Marine,Non Marine,Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9879,Non Marine,Non Marine,Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9880,Non Marine,Non Marine,Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9881,Non Marine,Non Marine,Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9882,Non Marine,Non Marine,Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9883,Non Marine,Non Marine,Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9884,Non Marine,Non Marine,Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9885,Non Marine,Non Marine,Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9886,Non Marine,Non Marine,Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9887,Non Marine,Non Marine,Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9888,Non Marine,Non Marine,Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9889,Non Marine,Non Marine,Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9890,Non Marine,Non Marine,Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9891,Non Marine,Non Marine,Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9892,Non Marine,Non Marine,Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9893,Non Marine,Non Marine,Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9894,Non Marine,Non Marine,Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9895,Non Marine,Non Marine,Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9896,Non Marine,Non Marine,Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9897,Non Marine,Non Marine,Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9898,Non Marine,Non Marine,Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9899,Non Marine,Non Marine,Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9900,Non Marine,Non Marine,Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9901,Non Marine,Non Marine,Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9902,Non Marine,Non Marine,Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9903,Non Marine,Non Marine,Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9904,Non Marine,Non Marine,Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9905,Non Marine,Non Marine,Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9906,Non Marine,Non Marine,Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9907,Non Marine,Non Marine,Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9908,Non Marine,Non Marine,Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9909,Non Marine,Non Marine,Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9910,Non Marine,Non Marine,Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9911,Non Marine,Non Marine,Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9912,Marine,Non Marine,Marine,Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Non Marine
Well9913,Marine,Non Marine,Marine,Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Non Marine
Well9914,Marine,Non Marine,Marine,Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Non Marine
Well9915,Brackish,Non Marine,Marine,Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Non Marine
Well9916,Brackish,Non Marine,Marine,Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Non Marine
Well9917,Brackish,Non Marine,Marine,Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Non Marine
Well9918,Brackish,Non Marine,Marine,Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Non Marine
Well9919,Non Marine,Non Marine,Marine,Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Non Marine
Well9920,Non Marine,Non Marine,Marine,Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Non Marine
Well9921,Non Marine,Non Marine,Marine,Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Non Marine
Well9922,Non Marine,Non Marine,Non Marine,Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Non Marine
Well9923,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Non Marine
Well9924,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Non Marine
Well9925,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Non Marine
Well9926,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Non Marine
Well9927,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Non Marine
Well9928,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Non Marine
Well9929,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Non Marine
Well9930,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Non Marine
Well9931,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Non Marine
Well9932,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Non Marine
Well9933,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Non Marine
Well9934,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Non Marine
Well9935,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Non Marine
Well9936,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Non Marine
Well9937,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Non Marine
Well9938,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Non Marine
Well9939,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Non Marine
Well9940,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Non Marine
Well9941,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Non Marine
Well9942,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Non Marine
Well9943,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Non Marine
Well9944,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Non Marine
Well9945,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Non Marine
Well9946,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Non Marine
Well9947,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Non Marine
Well9948,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Non Marine
Well9949,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Non Marine
Well9950,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Non Marine
Well9951,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Non Marine
Well9952,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Non Marine
Well9953,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Non Marine
Well9954,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Non Marine
Well9955,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Non Marine
Well9956,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Non Marine
Well9957,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Non Marine
Well9958,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Non Marine
Well9959,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Non Marine
Well9960,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Non Marine
Well9961,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Non Marine
Well9962,Marine,Non Marine,Marine,Non Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Non Marine
Well9963,Brackish,Non Marine,Marine,Non Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Non Marine
Well9964,Brackish,Non Marine,Marine,Non Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Non Marine
Well9965,Brackish,Non Marine,Marine,Non Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Non Marine
Well9966,Brackish,Non Marine,Marine,Non Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Non Marine
Well9967,Brackish,Non Marine,Marine,Non Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Non Marine
Well9968,Brackish,Non Marine,Marine,Non Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Non Marine
Well9969,Brackish,Non Marine,Marine,Non Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Non Marine
Well9970,Brackish,Non Marine,Marine,Non Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Non Marine
Well9971,Brackish,Non Marine,Marine,Non Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Non Marine
Well9972,Brackish,Non Marine,Marine,Non Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Non Marine
Well9973,Brackish,Non Marine,Marine,Non Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Non Marine
Well9974,Brackish,Non Marine,Marine,Non Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Non Marine
Well9975,Brackish,Non Marine,Marine,Non Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Non Marine
Well9976,Brackish,Non Marine,Marine,Non Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Non Marine
Well9977,Brackish,Non Marine,Marine,Non Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Non Marine
Well9978,Non Marine,Non Marine,Marine,Non Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Non Marine
Well9979,Non Marine,Non Marine,Marine,Non Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Non Marine
Well9980,Non Marine,Non Marine,Marine,Non Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Non Marine
Well9981,Non Marine,Non Marine,Marine,Non Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Non Marine
Well9982,Non Marine,Non Marine,Marine,Non Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Non Marine
Well9983,Non Marine,Non Marine,Non Marine,Non Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Non Marine
Well9984,Non Marine,Non Marine,Non Marine,Non Marine,Marine,Marine,Non Marine,Marine,Marine,Marine,Marine,Non Marine
Well9985,Non Marine,Non Marine,Marine,Marine,Marine,Non Marine,Marine,Marine,Brackish,Marine,Marine,Non Marine
Well9986,Non Marine,Non Marine,Marine,Marine,Marine,Non Marine,Marine,Marine,Brackish,Marine,Marine,Non Marine
Well9987,Non Marine,Non Marine,Marine,Marine,Marine,Non Marine,Marine,Marine,Brackish,Marine,Marine,Non Marine
Well9988,Non Marine,Non Marine,Marine,Marine,Marine,Non Marine,Marine,Marine,Brackish,Marine,Marine,Non Marine
Well9989,Non Marine,Non Marine,Marine,Marine,Marine,Non Marine,Marine,Marine,Brackish,Marine,Marine,Non Marine
Well9990,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9991,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9992,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9993,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9994,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9995,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9996,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9997,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9998,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well9999,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well10000,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well10001,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well10002,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well10003,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well10004,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well10005,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well10006,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well10007,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well10008,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well10009,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well10010,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well10011,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well10012,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well10013,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well10014,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well10015,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well10016,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well10017,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well10018,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well10019,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well10020,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well10021,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well10022,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well10023,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well10024,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well10025,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well10026,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well10027,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well10028,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well10029,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well10030,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
Well10031,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Marine,Non Marine
