well,sample_id,depth_top,depth_bottom,depth,aft_age,aft_age_min_95ci,aft_age_plus_95ci,Dpar
SPC-01,SPC01-3,2446,2446,2446,540.8530883789,-287.0747680664,584.6751098633,
SPC-01,SPC01-3,2446,2446,2446,216.1487426758,-102.2477416992,191.1804046631,
SPC-01,SPC01-3,2446,2446,2446,210.8701324463,-59.3955993652,82.1619033813,
SPC-01,SPC01-3,2446,2446,2446,263.2133789063,-227.1062927246,1473.7276611328,
SPC-01,SPC01-3,2446,2446,2446,223.4118499756,-124.9853668213,277.6470947266,
SPC-01,SPC01-3,2446,2446,2446,0,0,759.4436035156,
SPC-01,SPC01-3,2446,2446,2446,344.3728637695,-103.6033859253,146.5171661377,
SPC-01,SPC01-3,2446,2446,2446,369.7913513184,-195.078338623,400.2697143555,
SPC-01,SPC01-3,2446,2446,2446,218.5915679932,-93.6656417847,161.8514099121,
SPC-01,SPC01-3,2446,2446,2446,246.3342437744,-56.6980056763,73.2343063354,
SPC-01,SPC01-3,2446,2446,2446,260.4395141602,-70.495513916,95.9452285767,
SPC-01,SPC01-4,2714,2739,2726.5,74.0968170166,-44.763420105,112.0940551758,
SPC-01,SPC01-4,2714,2739,2726.5,0,0,771.6865234375,
SPC-01,SPC01-4,2714,2739,2726.5,64.7347640991,-40.9291038513,110.3494338989,
SPC-01,SPC01-4,2714,2739,2726.5,267.6235351563,-251.5400543213,3225.8527832031,
SPC-01,SPC01-4,2714,2739,2726.5,51.0329055786,-24.1335659027,45.6240463257,
SPC-01,SPC01-4,2714,2739,2726.5,179.6442260742,-150.4962005615,866.6392211914,
SPC-01,SPC01-4,2714,2739,2726.5,701.3723754883,-198.913192749,271.9208679199,
SPC-01,SPC01-4,2714,2739,2726.5,0,0,397.381652832,
SPC-01,SPC01-4,2714,2739,2726.5,0,0,771.6865234375,
SPC-01,SPC01-4,2714,2739,2726.5,179.6442260742,-150.4962005615,866.6392211914,
SPC-01,SPC01-4,2714,2739,2726.5,0,0,771.6865234375,
SPC-01,SPC01-4,2714,2739,2726.5,0,0,267.6235351563,
SPC-01,SPC01-4,2714,2739,2726.5,0,0,771.6865234375,
SPC-01,SPC01-4,2714,2739,2726.5,0,0,771.6865234375,
SPC-01,SPC01-4,2714,2739,2726.5,0,0,397.381652832,
SPC-01,SPC01-4,2714,2739,2726.5,151.0544281006,-31.1455307007,39.1168403625,
SPC-01,SPC01-4,2714,2739,2726.5,135.2002410889,-123.4548110962,1284.2786865234,
SPC-01,SPC01-4,2714,2739,2726.5,0,0,397.381652832,
SPC-01,SPC01-4,2714,2739,2726.5,88.6832809448,-16.9648246765,20.9438209534,
SPC-01,SPC01-4,2714,2739,2726.5,0,0,397.381652832,
WWK-01,WWK01-1,1110,1120,1115,276.1929016113,-177.3657989502,477.6000366211,
WWK-01,WWK01-1,1110,1120,1115,25.4929561615,-17.9446144104,60.3211936951,
WWK-01,WWK01-1,1110,1120,1115,398.9325256348,-254.9855957031,670.6828613281,
WWK-01,WWK01-1,1110,1120,1115,146.4753417969,-112.3371353149,464.8486633301,
WWK-01,WWK01-3,1670,1675,1672.5,172.6980285645,-52.6849822998,75.3724594116,
WWK-01,WWK01-3,1670,1675,1672.5,122.2927093506,-111.6713180542,1172.4318847656,
WWK-01,WWK01-3,1670,1675,1672.5,442.9920654297,-213.1922912598,398.4833679199,
WWK-01,WWK01-3,1670,1675,1672.5,156.811630249,-90.1413116455,208.6109313965,
WWK-01,WWK01-3,1670,1675,1672.5,210.5224151611,-111.8653030396,234.4052429199,
WWK-01,WWK01-4,1725,1730,1727.5,225.2999267578,-95.2410888672,162.9167480469,
WWK-01,WWK01-4,1725,1730,1727.5,360.1318664551,-300.9551086426,1612.3919677734,
WWK-01,WWK01-4,1725,1730,1727.5,122.2927093506,-111.6713180542,1172.4318847656,
WWK-01,WWK01-4,1725,1730,1727.5,360.1318664551,-117.9720611572,173.1140136719,
WWK-01,WWK01-4,1725,1730,1727.5,273.9395141602,-138.8618927002,275.6578674316,
WWK-01,WWK01-4,1725,1730,1727.5,0,0,701.2077636719,
WWK-01,WWK01-4,1725,1730,1727.5,389.2542114258,-229.1238708496,534.3037719727,
WWK-01,WWK01-4,1725,1730,1727.5,257.155090332,-128.9603881836,253.6526031494,
WWK-01,WWK01-4,1725,1730,1727.5,81.78565979,-73.6397171021,699.9484863281,
WWK-01,WWK01-4,1725,1730,1727.5,242.3089294434,-194.4498901367,916.2813110352,
WWK-01,WWK01-4,1725,1730,1727.5,475.8402709961,-357.4397888184,1297.2822265625,
WWK-01,WWK01-4,1725,1730,1727.5,242.3089294434,-182.8369140625,705.0147705078,
WWK-01,WWK01-4,1725,1730,1727.5,353.9840393066,-158.3981170654,280.5194091797,
WWK-01,WWK01-4,1725,1730,1727.5,551.8414306641,-339.7267150879,828.5745239258,
WWK-01,WWK01-4,1725,1730,1727.5,220.6533050537,-102.0386581421,187.0855560303,
WWK-01,WWK01-4,1725,1730,1727.5,415.7297973633,-169.2545623779,279.3805236816,
WWK-01,WWK01-4,1725,1730,1727.5,398.9325256348,-304.5469360352,1173.8666992188,
WWK-01,WWK01-4,1725,1730,1727.5,318.5697631836,-93.7665710449,131.5341644287,
WWK-01,WWK01-4,1725,1730,1727.5,255.6929016113,-74.6043777466,104.4923858643,
WWK-01,WWK01-4,1725,1730,1727.5,221.819442749,-60.255771637,82.2043228149,
WWK-01,WWK01-5,2005,2010,2007.5,612.0038452148,-393.0776672363,1015.0975341797,
WWK-01,WWK01-5,2005,2010,2007.5,454.956237793,-236.7610015869,475.779510498,
WWK-01,WWK01-5,2005,2010,2007.5,475.8402709961,-357.4397888184,1297.2822265625,
WWK-01,WWK01-5,2005,2010,2007.5,340.6436157227,-121.4756011963,186.108001709,
WWK-01,WWK01-5,2005,2010,2007.5,272.7257995605,-75.8597717285,104.2483596802,
WWK-01,WWK01-5,2005,2010,2007.5,162.5468597412,-85.5830535889,178.2683258057,
WWK-01,WWK01-5,2005,2010,2007.5,142.4512023926,-87.436958313,222.5260009766,
WWK-01,WWK01-5,2005,2010,2007.5,242.3089294434,-165.401184082,501.1691589355,
WWK-01,WWK01-5,2005,2010,2007.5,199.7019958496,-51.7958908081,69.5593948364,
WWK-01,WWK01-5,2005,2010,2007.5,242.3089294434,-105.1685714722,183.2008972168,
WWK-01,WWK01-5,2005,2010,2007.5,404.8811645508,-202.478302002,392.8814086914,
WWK-01,WWK01-5,2005,2010,2007.5,146.4753417969,-112.3371353149,464.8486633301,
WWK-01,WWK01-5,2005,2010,2007.5,380.7024841309,-175.1395263672,316.5044250488,
WWK-01,WWK01-5,2005,2010,2007.5,284.448638916,-96.4441375732,144.299987793,
WWK-01,WWK01-5,2005,2010,2007.5,122.2927093506,-54.1374053955,96.4168167114,
WWK-01,WWK01-5,2005,2010,2007.5,212.513671875,-136.7136230469,372.3518066406,
WWK-01,WWK01-5,2005,2010,2007.5,276.1929016113,-177.3657989502,477.6000366211,
WWK-01,WWK01-5,2005,2010,2007.5,214.8105010986,-73.0124969482,109.67237854,
WWK-01,WWK01-5,2005,2010,2007.5,227.2942962646,-57.5550041199,76.6156845093,
WWK-01,WWK01-5,2005,2010,2007.5,158.5327301025,-63.5258712769,105.1422805786,
WWK-01,WWK01-6,2420,2425,2422.5,551.8414306641,-299.3107910156,623.1737670898,
WWK-01,WWK01-6,2420,2425,2422.5,175.0749053955,-74.3738632202,128.0272979736,
WWK-01,WWK01-6,2420,2425,2422.5,171.9820098877,-91.2139053345,191.3625335693,
WWK-01,WWK01-6,2420,2425,2422.5,284.636138916,-115.0373535156,190.2442626953,
WWK-01,WWK01-6,2420,2425,2422.5,206.5380554199,-100.0078659058,191.0422363281,
WWK-01,WWK01-6,2420,2425,2422.5,321.0963134766,-119.5164031982,187.6351623535,
WWK-01,WWK01-7,3465,3470,3467.5,15.4140443802,-7.7310009003,15.4916353226,
WWK-01,WWK01-7,3465,3470,3467.5,5.7397642136,-4.9829406738,37.6804161072,
WWK-01,WWK01-7,3465,3470,3467.5,4.0465946198,-2.7902255058,8.980682373,
WWK-01,WWK01-7,3465,3470,3467.5,3.6843166351,-3.194565773,23.9875335693,
WWK-01,WWK01-7,3465,3470,3467.5,0,0,4.9038248062,
WWK-01,WWK01-7,3465,3470,3467.5,5.6093716621,-4.8693618774,36.8051643372,
WWK-01,WWK01-7,3465,3470,3467.5,11.6198005676,-5.1067156792,9.104309082,
WWK-01,WWK01-7,3465,3470,3467.5,6.2745666504,-4.3362116814,14.0213098526,
WWK-01,WWK01-7,3465,3470,3467.5,0,0,5.2514724731,
WWK-01,WWK01-7,3465,3470,3467.5,40.3835372925,-15.4869585037,25.0718669891,
WWK-01,WWK01-7,3465,3470,3467.5,0,0,6.8552360535,
WWK-01,WWK01-7,3465,3470,3467.5,15.9106588364,-10.2724819183,28.9234790802,
WWK-01,WWK01-7,3465,3470,3467.5,0,0,10.280122757,
WWK-01,WWK01-7,3465,3470,3467.5,11.6092948914,-7.4613995552,20.8495197296,
WWK-01,WWK01-7,3465,3470,3467.5,10.964881897,-7.0423779488,19.6561203003,
WWK-01,WWK01-7,3465,3470,3467.5,0,0,29.5624923706,
WWK-01,WWK01-7,3465,3470,3467.5,14.5083551407,-8.7664117813,22.1124210358,
WWK-01,WWK01-7,3465,3470,3467.5,25.9393024445,-15.017493248,35.5682907104,
WWK-01,WWK01-7,3465,3470,3467.5,2.9042840004,-2.5170302391,18.8493671417,
WWK-01,WWK01-7,3465,3470,3467.5,0,0,81.78565979,
WWK-01,WWK01-8,3700,3705,3702.5,9.5357370377,-4.9380507469,10.2335386276,
WWK-01,WWK01-8,3700,3705,3702.5,2.7737824917,-2.4037387371,17.9928665161,
WWK-01,WWK01-8,3700,3705,3702.5,8.5088567734,-5.4505209923,15.1465549469,
WWK-01,WWK01-8,3700,3705,3702.5,0,0,242.3089294434,
WWK-01,WWK01-8,3700,3705,3702.5,0,0,19.4642543793,
WWK-01,WWK01-8,3700,3705,3702.5,74.2213058472,-19.4743041992,26.3477649689,
WWK-01,WWK01-8,3700,3705,3702.5,1.6910094023,-1.4644466639,10.9210186005,
WWK-01,WWK01-8,3700,3705,3702.5,0,0,91.9363021851,
WWK-01,WWK01-8,3700,3705,3702.5,0,0,29.5624923706,
WWK-01,WWK01-8,3700,3705,3702.5,12.9826965332,-9.0316524506,29.6089286804,
WWK-01,WWK01-8,3700,3705,3702.5,12.8699159622,-5.0390043259,8.2761707306,
WWK-01,WWK01-8,3700,3705,3702.5,32.8388633728,-25.5699329376,114.4948959351,
WWK-01,WWK01-8,3700,3705,3702.5,0,0,35.1781082153,
WWK-01,WWK01-8,3700,3705,3702.5,35.1781082153,-13.6452245712,22.2536716461,
WWK-01,WWK01-8,3700,3705,3702.5,0,0,28.4279766083,
WWK-01,WWK01-8,3700,3705,3702.5,105.1861572266,-28.1945266724,38.4050521851,
WWK-01,WWK01-8,3700,3705,3702.5,0,0,4.7467088699,
WWK-01,WWK01-8,3700,3705,3702.5,9.8692321777,-7.5455574989,31.9684963226,
WWK-01,WWK01-8,3700,3705,3702.5,0,0,15.0998401642,
WWK-01,WWK01-8,3700,3705,3702.5,3.0665967464,-2.3308875561,9.7083368301,
WWK-01,WWK01-8,3700,3705,3702.5,182.9938964844,-44.0358695984,57.7325439453,
WWK-01,WWK01-8,3700,3705,3702.5,196.3556213379,-44.8348350525,57.8422012329,
WWK-01,WWK01-9,1441.4240722656,1490.5360107422,1465.9800415039,155.8972625732,-28.6181087494,34.9581222534,
WWK-01,WWK01-9,1441.4240722656,1490.5360107422,1465.9800415039,184.5891265869,-111.8442153931,277.745513916,
WWK-01,WWK01-9,1441.4240722656,1490.5360107422,1465.9800415039,134.7684631348,-70.353515625,145.5407714844,
WWK-01,WWK01-9,1441.4240722656,1490.5360107422,1465.9800415039,134.7684631348,-65.0336151123,124.4758071899,
WWK-01,WWK01-9,1441.4240722656,1490.5360107422,1465.9800415039,145.0195159912,-61.9925231934,107.3822937012,
WWK-01,WWK01-9,1441.4240722656,1490.5360107422,1465.9800415039,134.7684631348,-88.6039199829,253.6141204834,
WWK-01,WWK01-9,1441.4240722656,1490.5360107422,1465.9800415039,129.2089996338,-45.3576545715,69.5176391602,
WWK-01,WWK01-9,1441.4240722656,1490.5360107422,1465.9800415039,134.7684631348,-108.379196167,531.0217285156,
WWK-01,WWK01-9,1441.4240722656,1490.5360107422,1465.9800415039,120.7142333984,-59.4171714783,115.9646224976,
WWK-01,WWK01-9,1441.4240722656,1490.5360107422,1465.9800415039,164.3382568359,-97.6730804443,236.3972320557,
WWK-01,WWK01-9,1441.4240722656,1490.5360107422,1465.9800415039,162.9971160889,-62.7382392883,101.2011489868,
WWK-01,WWK01-9,1441.4240722656,1490.5360107422,1465.9800415039,154.7429504395,-56.1004638672,87.4124984741,
WWK-01,WWK01-9,1441.4240722656,1490.5360107422,1465.9800415039,151.4181518555,-94.2811203003,245.1404876709,
WWK-01,WWK01-9,1441.4240722656,1490.5360107422,1465.9800415039,148.0916595459,-54.1112556458,84.7094421387,
WWK-01,WWK01-9,1441.4240722656,1490.5360107422,1465.9800415039,112.5017700195,-65.0255126953,152.2769927979,
BRAK-01,BRAK01-1,1246.9000244141,1318.3449707031,1282.6224975586,223.0741119385,-170.9578552246,693.1755981445,
BRAK-01,BRAK01-1,1246.9000244141,1318.3449707031,1282.6224975586,134.7684631348,-77.6400909424,180.6070251465,
BRAK-01,BRAK01-1,1246.9000244141,1318.3449707031,1282.6224975586,172.761932373,-109.7825012207,294.3391418457,
BRAK-01,BRAK01-1,1246.9000244141,1318.3449707031,1282.6224975586,134.7684631348,-92.3525314331,286.9580993652,
BRAK-01,BRAK01-1,1246.9000244141,1318.3449707031,1282.6224975586,124.501083374,-47.4182357788,76.137588501,
BRAK-01,BRAK01-1,1246.9000244141,1318.3449707031,1282.6224975586,119.932548523,-52.4003639221,92.3954315186,
BRAK-01,BRAK01-1,1246.9000244141,1318.3449707031,1282.6224975586,134.7684631348,-82.481086731,209.1663513184,
BRAK-01,BRAK01-1,1246.9000244141,1318.3449707031,1282.6224975586,127.3547668457,-63.2152442932,124.3153381348,
BRAK-01,BRAK01-1,1246.9000244141,1318.3449707031,1282.6224975586,146.8815917969,-66.4035644531,120.071434021,
BRAK-01,BRAK01-1,1246.9000244141,1318.3449707031,1282.6224975586,139.3657836914,-57.7393302917,97.8373641968,
BRAK-01,BRAK01-1,1246.9000244141,1318.3449707031,1282.6224975586,161.3873748779,-74.2075881958,135.9334411621,
BRAK-01,BRAK01-1,1246.9000244141,1318.3449707031,1282.6224975586,122.632522583,-71.7414093018,170.6015014648,
BRAK-01,BRAK01-1,1246.9000244141,1318.3449707031,1282.6224975586,156.9585113525,-75.1619491577,142.6412658691,
BRAK-01,BRAK01-1,1246.9000244141,1318.3449707031,1282.6224975586,158.2614440918,-77.16040802,148.8439483643,
BRAK-01,BRAK01-1,1246.9000244141,1318.3449707031,1282.6224975586,161.3873748779,-93.1318130493,216.5356445313,
BRAK-01,BRAK01-2,964.9699707031,1029.9542236328,997.462097168,147.4578399658,-67.6968994141,123.9577178955,
BRAK-01,BRAK01-2,964.9699707031,1029.9542236328,997.462097168,171.0397949219,-94.9957275391,210.2088775635,
BRAK-01,BRAK01-2,964.9699707031,1029.9542236328,997.462097168,161.3873748779,-113.2799072266,369.2581481934,
BRAK-01,BRAK01-2,964.9699707031,1029.9542236328,997.462097168,187.8968505859,-129.544631958,404.219909668,
BRAK-01,BRAK01-2,964.9699707031,1029.9542236328,997.462097168,168.0249786377,-103.1081314087,261.5093383789,
BRAK-01,BRAK01-2,964.9699707031,1029.9542236328,997.462097168,134.7684631348,-79.9305114746,193.5064849854,
BRAK-01,BRAK01-2,964.9699707031,1029.9542236328,997.462097168,179.0724639893,-105.15574646,249.8580169678,
BRAK-01,BRAK01-2,964.9699707031,1029.9542236328,997.462097168,240.5910186768,-161.4433898926,473.0069274902,
BRAK-01,BRAK01-2,964.9699707031,1029.9542236328,997.462097168,165.4728546143,-87.5488052368,183.2864685059,
BRAK-01,BRAK01-2,964.9699707031,1029.9542236328,997.462097168,156.9585113525,-85.9054260254,187.0336761475,
BRAK-01,BRAK01-2,964.9699707031,1029.9542236328,997.462097168,171.7095794678,-81.0388946533,151.6753082275,
BRAK-01,BRAK01-2,964.9699707031,1029.9542236328,997.462097168,179.0724639893,-89.2964401245,175.7055206299,
NDW-01,NDW01-3,1962.0799560547,1964.9399414063,1963.5099487305,64.8516616821,-14.8107872009,19.1659145355,3.3580000401
NDW-01,NDW01-3,1962.0799560547,1964.9399414063,1963.5099487305,69.7779006958,-18.1010932922,24.3953056335,3.1270000935
NDW-01,NDW01-3,1962.0799560547,1964.9399414063,1963.5099487305,76.596282959,-25.4927749634,38.0971107483,2.0850000381
NDW-01,NDW01-3,1962.0799560547,1964.9399414063,1963.5099487305,66.4019165039,-16.2898864746,21.5492248535,2.0539999008
NDW-01,NDW01-3,1962.0799560547,1964.9399414063,1963.5099487305,67.7363510132,-19.4059696198,27.1408634186,1.69599998
NDW-01,NDW01-3,1962.0799560547,1964.9399414063,1963.5099487305,61.571647644,-13.0787200928,16.5847759247,2.0829999447
NDW-01,NDW01-3,1962.0799560547,1964.9399414063,1963.5099487305,82.8945922852,-18.8307304382,24.3199272156,2.5529999733
NDW-01,NDW01-3,1962.0799560547,1964.9399414063,1963.5099487305,84.8105926514,-19.7841892242,25.7520904541,3.0610001087
NDW-01,NDW01-3,1962.0799560547,1964.9399414063,1963.5099487305,80.4373779297,-18.6497497559,24.2333965302,2.2920000553
NDW-01,NDW01-3,1962.0799560547,1964.9399414063,1963.5099487305,67.7363510132,-25.2649402618,40.1690254211,1.9470000267
NDW-01,NDW01-3,1962.0799560547,1964.9399414063,1963.5099487305,67.8511352539,-12.2671937943,14.9571857452,1.9659999609
NDW-01,NDW01-3,1962.0799560547,1964.9399414063,1963.5099487305,68.8408737183,-25.4257583618,40.1907920837,
NDW-01,NDW01-3,1962.0799560547,1964.9399414063,1963.5099487305,71.2817840576,-24.1310195923,36.378200531,2.2550001144
NDW-01,NDW01-3,1962.0799560547,1964.9399414063,1963.5099487305,71.4158172607,-13.4625501633,16.5686264038,2.6710000038
NDW-01,NDW01-3,1962.0799560547,1964.9399414063,1963.5099487305,72.4671096802,-15.4542455673,19.6135463715,2.7230000496
NDW-01,NDW01-3,1962.0799560547,1964.9399414063,1963.5099487305,71.1385726929,-17.3003005981,22.8191776276,2.4140000343
NDW-01,NDW01-3,1962.0799560547,1964.9399414063,1963.5099487305,69.1497955322,-18.8706912994,25.9011859894,2.0199999809
NDW-01,NDW01-4,2120.0900878906,2133.0500488281,2126.5700683594,63.9211578369,-17.135383606,23.3689022064,1.824000001
NDW-01,NDW01-4,2120.0900878906,2133.0500488281,2126.5700683594,80.9213485718,-24.3835201263,34.8056144714,2.5940001011
NDW-01,NDW01-4,2120.0900878906,2133.0500488281,2126.5700683594,44.7924079895,-12.0681533813,16.4975776672,1.5249999762
NDW-01,NDW01-4,2120.0900878906,2133.0500488281,2126.5700683594,52.9991950989,-11.7706375122,15.1134128571,3.2660000324
NDW-01,NDW01-4,2120.0900878906,2133.0500488281,2126.5700683594,69.7779006958,-24.9736175537,38.7770462036,2.9089999199
NDW-01,NDW01-4,2120.0900878906,2133.0500488281,2126.5700683594,43.2056732178,-9.985411644,12.9737958908,1.9780000448
NDW-01,NDW01-4,2120.0900878906,2133.0500488281,2126.5700683594,50.5122566223,-9.9094867706,12.3162317276,2.7479999065
NDW-01,NDW01-4,2120.0900878906,2133.0500488281,2126.5700683594,64.5268936157,-12.6268005371,15.679725647,2.2599999905
NDW-01,NDW01-4,2120.0900878906,2133.0500488281,2126.5700683594,74.9887695313,-26.5264034271,40.915977478,2.1470000744
NDW-01,NDW01-4,2120.0900878906,2133.0500488281,2126.5700683594,51.1722602844,-14.2457914352,19.7115135193,1.5939999819
NDW-01,NDW01-4,2120.0900878906,2133.0500488281,2126.5700683594,60.0553703308,-20.9138793945,32.0089683533,2.3880000114
NDW-01,NDW01-4,2120.0900878906,2133.0500488281,2126.5700683594,64.3092498779,-24.4394950867,39.3005981445,
NDW-01,NDW01-4,2120.0900878906,2133.0500488281,2126.5700683594,60.0803947449,-13.6917591095,17.7086143494,3.0299999714
NDW-01,NDW01-4,2120.0900878906,2133.0500488281,2126.5700683594,33.5126533508,-7.9084825516,10.342918396,1.8470000029
NDW-01,NDW01-4,2120.0900878906,2133.0500488281,2126.5700683594,60.245136261,-34.7177810669,81.4188461304,1.6339999437
NDW-01,NDW01-4,2120.0900878906,2133.0500488281,2126.5700683594,60.245136261,-27.673330307,50.9829368591,2.0659999847
NDW-01,NDW01-4,2120.0900878906,2133.0500488281,2126.5700683594,66.8740005493,-12.3208322525,15.0858545303,2.6080000401
NDW-01,NDW01-4,2120.0900878906,2133.0500488281,2126.5700683594,73.8590545654,-14.9822587967,18.7674636841,2.361000061
WWN-01,WWN01-1,2178.7299804688,2232.9699707031,2205.8499755859,110.4737014771,-45.7155647278,77.5210266113,1.4759999514
WWN-01,WWN01-1,2178.7299804688,2232.9699707031,2205.8499755859,101.339515686,-67.06275177,195.2866210938,1.2960000038
WWN-01,WWN01-1,2178.7299804688,2232.9699707031,2205.8499755859,128.7033538818,-59.5709838867,109.9616317749,1.875
WWN-01,WWN01-1,2178.7299804688,2232.9699707031,2205.8499755859,134.7684631348,-108.379196167,531.0217285156,2.5350000858
WWN-01,WWN01-1,2178.7299804688,2232.9699707031,2205.8499755859,121.4176712036,-58.6774559021,112.5684280396,1.6679999828
WWN-01,WWN01-1,2178.7299804688,2232.9699707031,2205.8499755859,134.7684631348,-92.3525314331,286.9580993652,2.0959999561
WWN-01,WWN01-1,2178.7299804688,2232.9699707031,2205.8499755859,134.7684631348,-108.379196167,531.0217285156,
WWN-01,WWN01-1,2178.7299804688,2232.9699707031,2205.8499755859,108.0391845703,-79.827911377,298.6910705566,1.4090000391
WWN-01,WWN01-1,2178.7299804688,2232.9699707031,2205.8499755859,118.0756530762,-76.2851867676,212.0171508789,2.0539999008
WWN-01,WWN01-1,2178.7299804688,2232.9699707031,2205.8499755859,143.6536560059,-74.19140625,151.6399230957,2.0090000629
WWN-01,WWN01-1,2178.7299804688,2232.9699707031,2205.8499755859,146.8815917969,-83.4769744873,190.5419921875,
WWN-01,WWN01-1,2178.7299804688,2232.9699707031,2205.8499755859,127.3547668457,-49.6936683655,80.9819030762,1.7029999495
WWN-01,WWN01-1,2178.7299804688,2232.9699707031,2205.8499755859,134.7684631348,-75.5672225952,169.7733154297,1.44599998
WWN-01,WWN01-1,2178.7299804688,2232.9699707031,2205.8499755859,134.7684631348,-79.9305114746,193.5064849854,2.6480000019
WWN-01,WWN01-1,2178.7299804688,2232.9699707031,2205.8499755859,128.0965270996,-61.3027000427,116.5084991455,1.3819999695
WWN-01,WWN01-2,1738.5799560547,1782.4899902344,1760.5349731445,182.9670715332,-46.4104003906,61.8866195679,1.4010000229
WWN-01,WWN01-2,1738.5799560547,1782.4899902344,1760.5349731445,162.7853393555,-76.0720214844,141.2534942627,1.7979999781
WWN-01,WWN01-2,1738.5799560547,1782.4899902344,1760.5349731445,285.4172058105,-170.8591308594,412.2647399902,1.7269999981
WWN-01,WWN01-2,1738.5799560547,1782.4899902344,1760.5349731445,266.7774963379,-154.4845275879,356.9761962891,
WWN-01,WWN01-2,1738.5799560547,1782.4899902344,1760.5349731445,153.793182373,-80.3452835083,166.0822601318,1.8940000534
WWN-01,WWN01-2,1738.5799560547,1782.4899902344,1760.5349731445,134.7684631348,-116.4541854858,804.6123046875,
WWN-01,WWN01-2,1738.5799560547,1782.4899902344,1760.5349731445,162.7853393555,-76.0720214844,141.2534942627,
WWN-01,WWN01-2,1738.5799560547,1782.4899902344,1760.5349731445,155.5738677979,-61.0323905945,99.6602706909,1.7109999657
WWN-01,WWN01-2,1738.5799560547,1782.4899902344,1760.5349731445,165.8132019043,-65.8366699219,108.2795639038,1.9470000267
WWN-01,WWN01-2,1738.5799560547,1782.4899902344,1760.5349731445,131.8040008545,-47.1731681824,73.0529403687,0.8460000157
WWN-01,WWN01-2,1738.5799560547,1782.4899902344,1760.5349731445,161.3873748779,-74.2075881958,135.9334411621,1.6640000343
WWN-01,WWN01-2,1738.5799560547,1782.4899902344,1760.5349731445,158.9720153809,-89.2601013184,200.4085540771,
WWN-01,WWN01-2,1738.5799560547,1782.4899902344,1760.5349731445,156.9585113525,-62.9093513489,104.1457214355,1.6900000572
WWN-01,WWN01-2,1738.5799560547,1782.4899902344,1760.5349731445,153.793182373,-99.2636795044,274.0603942871,1.4090000391
WWN-01,WWN01-2,1738.5799560547,1782.4899902344,1760.5349731445,158.9720153809,-89.2601013184,200.4085540771,1.5800000429
WWN-01,WWN01-2,1738.5799560547,1782.4899902344,1760.5349731445,187.8968505859,-129.544631958,404.219909668,1.5779999495
WWN-01,WWN01-2,1738.5799560547,1782.4899902344,1760.5349731445,101.339515686,-59.6571426392,143.4347381592,1.9099999666
WWN-01,WWN01-2,1738.5799560547,1782.4899902344,1760.5349731445,184.5891265869,-111.8442153931,277.745513916,1.2120000124
WWN-01,WWN01-2,1738.5799560547,1782.4899902344,1760.5349731445,162.7853393555,-76.0720214844,141.2534942627,1.3279999495
WWN-01,WWN01-2,1738.5799560547,1782.4899902344,1760.5349731445,158.9720153809,-51.1710090637,75.0239181519,1.199000001
AND-06,AND06-1,1530.6750488281,1587.8800048828,1559.2775268555,114.9796447754,-50.6472969055,89.8921661377,1.1399999857
AND-06,AND06-1,1530.6750488281,1587.8800048828,1559.2775268555,96.5497741699,-66.7122497559,212.3384552002,
AND-06,AND06-1,1530.6750488281,1587.8800048828,1559.2775268555,105.0624160767,-66.8902893066,181.5273590088,1.6859999895
AND-06,AND06-1,1530.6750488281,1587.8800048828,1559.2775268555,134.7684631348,-77.6400909424,180.6070251465,1.9950000048
AND-06,AND06-1,1530.6750488281,1587.8800048828,1559.2775268555,121.4176712036,-73.2196960449,181.865020752,3.5260000229
AND-06,AND06-1,1530.6750488281,1587.8800048828,1559.2775268555,134.7684631348,-85.347442627,228.6408843994,1.6849999428
AND-06,AND06-1,1530.6750488281,1587.8800048828,1559.2775268555,134.7684631348,-79.9305114746,193.5064849854,1.4989999533
AND-06,AND06-1,1530.6750488281,1587.8800048828,1559.2775268555,134.7684631348,-116.4541854858,804.6123046875,1.5800000429
AND-06,AND06-1,1530.6750488281,1587.8800048828,1559.2775268555,134.7684631348,-101.9723129272,405.989074707,
AND-06,AND06-1,1530.6750488281,1587.8800048828,1559.2775268555,108.0391845703,-79.827911377,298.6910705566,
AND-06,AND06-1,1530.6750488281,1587.8800048828,1559.2775268555,129.6368103027,-44.1918945313,66.7023696899,1.5499999523
AND-06,AND06-1,1530.6750488281,1587.8800048828,1559.2775268555,134.7684631348,-92.3525314331,286.9580993652,1.4869999886
AND-06,AND06-1,1530.6750488281,1587.8800048828,1559.2775268555,128.0965270996,-48.0835876465,76.5243301392,1.8940000534
AND-06,AND06-1,1530.6750488281,1587.8800048828,1559.2775268555,138.5778961182,-53.7596549988,87.2420959473,1.6849999428
AND-06,AND06-1,1530.6750488281,1587.8800048828,1559.2775268555,144.2878417969,-76.1622772217,159.3279571533,1.9010000229
AND-06,AND06-1,1530.6750488281,1587.8800048828,1559.2775268555,145.2890625,-54.2590484619,86.025428772,1.5579999685
AND-06,AND06-2,2347.6672363281,2380.6140136719,2364.140625,64.4216384888,-14.9750099182,19.4807987213,2.0520000458
AND-06,AND06-2,2347.6672363281,2380.6140136719,2364.140625,39.7368545532,-15.2408246994,24.6760368347,2.4730000496
AND-06,AND06-2,2347.6672363281,2380.6140136719,2364.140625,42.6913032532,-13.8462514877,20.4602775574,2.1700000763
